EVALUACIÓN COMPLETA SOBRE M_test
================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/ 423] 03_090_70_005.jpg | REAL=03 | PRED=03 | OK
[ 126/ 423] 06_000_40_002.jpg | REAL=06 | PRED=06 | OK
[ 127/ 423] 04_270_70_004.jpg | REAL=04 | PRED=04 | OK
[ 128/ 423] 01_090_40_002.jpg | REAL=01 | PRED=01 | OK
[ 129/ 423] 05_090_10_001.jpg | REAL=05 | PRED=05 | OK
[ 130/ 423] 12_000_40_006.jpg | REAL=12 | PRED=12 | OK
[ 131/ 423] 11_090_90_004.jpg | REAL=11 | PRED=11 | OK
[ 132/ 423] 03_135_10_005.jpg | REAL=03 | PRED=03 | OK
[ 133/ 423] 04_180_10_001.jpg | REAL=04 | PRED=04 | OK
[ 134/ 423] 10_270_40_006.jpg | REAL=10 | PRED=10 | OK
[ 135/ 423] 11_000_90_001.jpg | REAL=11 | PRED=11 | OK
[ 136/ 423] 11_000_10_001.jpg | REAL=11 | PRED=11 | OK
[ 137/ 423] 04_270_40_005.jpg | REAL=04 | PRED=04 | OK
[ 138/ 423] 05_135_40_003.jpg | REAL=05 | PRED=05 | OK
[ 139/ 423] 10_090_70_005.jpg | REAL=10 | PRED=10 | OK
[ 140/ 423] 02_000_90_002.jpg | REAL=02 | PRED=02 | OK
[ 141/ 423] 08_090_70_005.jpg | REAL=08 | PRED=08 | OK
[ 142/ 423] 04_315_40_005.jpg | REAL=04 | PRED=04 | OK
[ 143/ 423] 10_000_90_005.jpg | REAL=10 | PRED=10 | OK
[ 144/ 423] 10_270_70_002.jpg | REAL=10 | PRED=10 | OK
[ 145/ 423] 11_135_90_004.jpg | REAL=11 | PRED=11 | OK
[ 146/ 423] 11_315_70_005.jpg | REAL=11 | PRED=11 | OK
[ 147/ 423] 04_315_90_004.jpg | REAL=04 | PRED=04 | OK
[ 148/ 423] 08_135_10_003.jpg | REAL=08 | PRED=08 | OK
[ 149/ 423] 10_045_90_003.jpg | REAL=10 | PRED=10 | OK
[ 150/ 423] 01_225_90_005.jpg | REAL=01 | PRED=01 | OK
[ 151/ 423] 08_000_40_002.jpg | REAL=08 | PRED=08 | OK
[ 152/ 423] 07_000_70_003.jpg | REAL=07 | PRED=07 | OK
[ 153/ 423] 11_045_40_003.jpg | REAL=11 | PRED=11 | OK
[ 154/ 423] 12_000_10_003.jpg | REAL=12 | PRED=12 | OK
[ 155/ 423] 09_090_10_004.jpg | REAL=09 | PRED=09 | OK
[ 156/ 423] 06_225_70_005.jpg | REAL=06 | PRED=06 | OK
[ 157/ 423] 02_225_90_005.jpg | REAL=02 | PRED=02 | OK
[ 158/ 423] 06_045_70_004.jpg | REAL=06 | PRED=06 | OK
[ 159/ 423] 06_045_10_002.jpg | REAL=06 | PRED=06 | OK
[ 160/ 423] 09_225_10_005.jpg | REAL=09 | PRED=09 | OK
[ 161/ 423] 12_270_10_004.jpg | REAL=12 | PRED=12 | OK
[ 162/ 423] 08_180_90_005.jpg | REAL=08 | PRED=08 | OK
[ 163/ 423] 12_135_70_002.jpg | REAL=12 | PRED=12 | OK
[ 164/ 423] 06_000_90_004.jpg | REAL=06 | PRED=06 | OK
[ 165/ 423] 03_270_90_001.jpg | REAL=03 | PRED=03 | OK
[ 166/ 423] 08_315_70_003.jpg | REAL=08 | PRED=08 | OK
[ 167/ 423] 04_090_10_005.jpg | REAL=04 | PRED=04 | OK
[ 168/ 423] 09_225_90_004.jpg | REAL=09 | PRED=09 | OK
[ 169/ 423] 02_180_40_002.jpg | REAL=02 | PRED=02 | OK
[ 170/ 423] 05_000_10_001.jpg | REAL=05 | PRED=05 | OK
[ 171/ 423] 12_315_40_004.jpg | REAL=12 | PRED=12 | OK
[ 172/ 423] 06_270_10_001.jpg | REAL=06 | PRED=06 | OK
[ 173/ 423] 08_225_40_004.jpg | REAL=08 | PRED=08 | OK
[ 174/ 423] 06_000_10_005.jpg | REAL=06 | PRED=06 | OK
[ 175/ 423] 06_135_10_004.jpg | REAL=06 | PRED=06 | OK
[ 176/ 423] 06_135_90_002.jpg | REAL=06 | PRED=06 | OK
[ 177/ 423] 11_180_90_006.jpg | REAL=11 | PRED=11 | OK
[ 178/ 423] 08_000_10_002.jpg | REAL=08 | PRED=08 | OK
[ 179/ 423] 06_225_70_003.jpg | REAL=06 | PRED=06 | OK
[ 180/ 423] 07_180_70_001.jpg | REAL=07 | PRED=07 | OK
[ 181/ 423] 02_225_70_001.jpg | REAL=02 | PRED=02 | OK
[ 182/ 423] 04_315_10_005.jpg | REAL=04 | PRED=04 | OK
[ 183/ 423] 06_135_70_005.jpg | REAL=06 | PRED=06 | OK
[ 184/ 423] 10_000_40_004.jpg | REAL=10 | PRED=10 | OK
[ 185/ 423] 05_045_40_004.jpg | REAL=05 | PRED=05 | OK
[ 186/ 423] 04_045_40_002.jpg | REAL=04 | PRED=04 | OK
[ 187/ 423] 02_090_90_005.jpg | REAL=02 | PRED=02 | OK
[ 188/ 423] 11_270_10_006.jpg | REAL=11 | PRED=11 | OK
[ 189/ 423] 10_135_40_001.jpg | REAL=10 | PRED=10 | OK
[ 190/ 423] 12_180_10_005.jpg | REAL=12 | PRED=12 | OK
[ 191/ 423] 11_090_40_001.jpg | REAL=11 | PRED=11 | OK
[ 192/ 423] 11_270_40_006.jpg | REAL=11 | PRED=11 | OK
[ 193/ 423] 08_090_10_002.jpg | REAL=08 | PRED=08 | OK
[ 194/ 423] 01_315_90_001.jpg | REAL=01 | PRED=01 | OK
[ 195/ 423] 07_135_90_003.jpg | REAL=07 | PRED=07 | OK
[ 196/ 423] 07_090_90_003.jpg | REAL=07 | PRED=07 | OK
[ 197/ 423] 01_000_10_003.jpg | REAL=01 | PRED=01 | OK
[ 198/ 423] 08_180_10_003.jpg | REAL=08 | PRED=08 | OK
[ 199/ 423] 09_000_10_002.jpg | REAL=09 | PRED=09 | OK
[ 200/ 423] 05_045_10_004.jpg | REAL=05 | PRED=05 | OK
[ 201/ 423] 11_180_70_005.jpg | REAL=11 | PRED=11 | OK
[ 202/ 423] 05_135_10_004.jpg | REAL=05 | PRED=05 | OK
[ 203/ 423] 04_180_90_003.jpg | REAL=04 | PRED=04 | OK
[ 204/ 423] 11_045_10_006.jpg | REAL=11 | PRED=11 | OK
[ 205/ 423] 02_045_40_001.jpg | REAL=02 | PRED=02 | OK
[ 206/ 423] 04_225_70_004.jpg | REAL=04 | PRED=04 | OK
[ 207/ 423] 11_180_10_001.jpg | REAL=11 | PRED=11 | OK
[ 208/ 423] 04_315_90_002.jpg | REAL=04 | PRED=04 | OK
[ 209/ 423] 05_315_70_001.jpg | REAL=05 | PRED=05 | OK
[ 210/ 423] 09_090_70_001.jpg | REAL=09 | PRED=09 | OK
[ 211/ 423] 02_090_40_005.jpg | REAL=02 | PRED=02 | OK
[ 212/ 423] 03_045_10_001.jpg | REAL=03 | PRED=03 | OK
[ 213/ 423] 11_135_90_003.jpg | REAL=11 | PRED=11 | OK
[ 214/ 423] 01_135_90_004.jpg | REAL=01 | PRED=01 | OK
[ 215/ 423] 01_135_10_004.jpg | REAL=01 | PRED=01 | OK
[ 216/ 423] 07_315_10_004.jpg | REAL=07 | PRED=07 | OK
[ 217/ 423] 06_045_40_004.jpg | REAL=06 | PRED=06 | OK
[ 218/ 423] 04_045_90_004.jpg | REAL=04 | PRED=04 | OK
[ 219/ 423] 10_225_40_004.jpg | REAL=10 | PRED=10 | OK
[ 220/ 423] 08_135_70_004.jpg | REAL=08 | PRED=08 | OK
[ 221/ 423] 04_000_70_002.jpg | REAL=04 | PRED=04 | OK
[ 222/ 423] 08_180_90_001.jpg | REAL=08 | PRED=08 | OK
[ 223/ 423] 05_000_40_002.jpg | REAL=05 | PRED=05 | OK
[ 224/ 423] 03_045_70_004.jpg | REAL=03 | PRED=03 | OK
[ 225/ 423] 07_315_40_004.jpg | REAL=07 | PRED=07 | OK
[ 226/ 423] 03_180_40_001.jpg | REAL=03 | PRED=03 | OK
[ 227/ 423] 06_045_90_004.jpg | REAL=06 | PRED=06 | OK
[ 228/ 423] 04_225_90_001.jpg | REAL=04 | PRED=04 | OK
[ 229/ 423] 06_090_90_005.jpg | REAL=06 | PRED=06 | OK
[ 230/ 423] 05_135_40_005.jpg | REAL=05 | PRED=05 | OK
[ 231/ 423] 06_090_10_004.jpg | REAL=06 | PRED=06 | OK
[ 232/ 423] 06_000_40_003.jpg | REAL=06 | PRED=06 | OK
[ 233/ 423] 05_135_70_001.jpg | REAL=05 | PRED=05 | OK
[ 234/ 423] 02_045_70_002.jpg | REAL=02 | PRED=02 | OK
[ 235/ 423] 10_045_70_001.jpg | REAL=10 | PRED=10 | OK
[ 236/ 423] 04_090_90_002.jpg | REAL=04 | PRED=04 | OK
[ 237/ 423] 09_090_40_002.jpg | REAL=09 | PRED=09 | OK
[ 238/ 423] 12_315_40_002.jpg | REAL=12 | PRED=12 | OK
[ 239/ 423] 10_090_40_001.jpg | REAL=10 | PRED=10 | OK
[ 240/ 423] 03_000_10_004.jpg | REAL=03 | PRED=03 | OK
[ 241/ 423] 07_000_90_005.jpg | REAL=07 | PRED=07 | OK
[ 242/ 423] 11_270_10_001.jpg | REAL=11 | PRED=11 | OK
[ 243/ 423] 01_315_70_004.jpg | REAL=01 | PRED=01 | OK
[ 244/ 423] 03_270_90_003.jpg | REAL=03 | PRED=03 | OK
[ 245/ 423] 06_225_70_002.jpg | REAL=06 | PRED=06 | OK
[ 246/ 423] 07_090_10_005.jpg | REAL=07 | PRED=07 | OK
[ 247/ 423] 07_225_40_005.jpg | REAL=07 | PRED=07 | OK
[ 248/ 423] 11_225_10_003.jpg | REAL=11 | PRED=11 | OK
[ 249/ 423] 03_000_10_005.jpg | REAL=03 | PRED=06 | FAIL
[ 250/ 423] 12_225_40_004.jpg | REAL=12 | PRED=12 | OK
[ 251/ 423] 12_000_70_001.jpg | REAL=12 | PRED=12 | OK
[ 252/ 423] 09_315_90_001.jpg | REAL=09 | PRED=09 | OK
[ 253/ 423] 07_090_90_002.jpg | REAL=07 | PRED=07 | OK
[ 254/ 423] 05_315_10_004.jpg | REAL=05 | PRED=05 | OK
[ 255/ 423] 09_135_70_001.jpg | REAL=09 | PRED=09 | OK
[ 256/ 423] 08_270_10_005.jpg | REAL=08 | PRED=08 | OK
[ 257/ 423] 07_135_10_004.jpg | REAL=07 | PRED=07 | OK
[ 258/ 423] 12_045_70_004.jpg | REAL=12 | PRED=12 | OK
[ 259/ 423] 12_135_70_004.jpg | REAL=12 | PRED=12 | OK
[ 260/ 423] 02_315_10_003.jpg | REAL=02 | PRED=02 | OK
[ 261/ 423] 08_135_70_003.jpg | REAL=08 | PRED=08 | OK
[ 262/ 423] 03_045_70_001.jpg | REAL=03 | PRED=03 | OK
[ 263/ 423] 04_180_90_001.jpg | REAL=04 | PRED=04 | OK
[ 264/ 423] 03_225_70_005.jpg | REAL=03 | PRED=03 | OK
[ 265/ 423] 03_315_10_002.jpg | REAL=03 | PRED=03 | OK
[ 266/ 423] 11_135_10_005.jpg | REAL=11 | PRED=11 | OK
[ 267/ 423] 10_270_90_002.jpg | REAL=10 | PRED=10 | OK
[ 268/ 423] 11_225_70_007.jpg | REAL=11 | PRED=11 | OK
[ 269/ 423] 11_000_90_002.jpg | REAL=11 | PRED=11 | OK
[ 270/ 423] 03_225_70_001.jpg | REAL=03 | PRED=03 | OK
[ 271/ 423] 09_270_40_005.jpg | REAL=09 | PRED=09 | OK
[ 272/ 423] 07_135_70_001.jpg | REAL=07 | PRED=07 | OK
[ 273/ 423] 06_270_70_001.jpg | REAL=06 | PRED=06 | OK
[ 274/ 423] 06_270_10_004.jpg | REAL=06 | PRED=06 | OK
[ 275/ 423] 11_270_40_001.jpg | REAL=11 | PRED=11 | OK
[ 276/ 423] 12_180_40_003.jpg | REAL=12 | PRED=12 | OK
[ 277/ 423] 05_270_70_005.jpg | REAL=05 | PRED=05 | OK
[ 278/ 423] 07_090_90_005.jpg | REAL=07 | PRED=07 | OK
[ 279/ 423] 10_315_10_006.jpg | REAL=10 | PRED=10 | OK
[ 280/ 423] 03_000_90_003.jpg | REAL=03 | PRED=03 | OK
[ 281/ 423] 09_000_90_001.jpg | REAL=09 | PRED=09 | OK
[ 282/ 423] 04_270_40_002.jpg | REAL=04 | PRED=04 | OK
[ 283/ 423] 02_225_70_005.jpg | REAL=02 | PRED=02 | OK
[ 284/ 423] 12_180_10_003.jpg | REAL=12 | PRED=12 | OK
[ 285/ 423] 12_000_10_002.jpg | REAL=12 | PRED=12 | OK
[ 286/ 423] 01_180_10_005.jpg | REAL=01 | PRED=01 | OK
[ 287/ 423] 03_180_90_001.jpg | REAL=03 | PRED=03 | OK
[ 288/ 423] 09_180_10_004.jpg | REAL=09 | PRED=09 | OK
[ 289/ 423] 04_135_10_002.jpg | REAL=04 | PRED=04 | OK
[ 290/ 423] 01_090_40_004.jpg | REAL=01 | PRED=01 | OK
[ 291/ 423] 07_090_40_004.jpg | REAL=07 | PRED=07 | OK
[ 292/ 423] 09_315_40_001.jpg | REAL=09 | PRED=09 | OK
[ 293/ 423] 01_225_40_003.jpg | REAL=01 | PRED=01 | OK
[ 294/ 423] 02_045_10_002.jpg | REAL=02 | PRED=02 | OK
[ 295/ 423] 06_045_90_005.jpg | REAL=06 | PRED=06 | OK
[ 296/ 423] 10_180_70_004.jpg | REAL=10 | PRED=10 | OK
[ 297/ 423] 06_180_40_005.jpg | REAL=06 | PRED=06 | OK
[ 298/ 423] 01_180_90_004.jpg | REAL=01 | PRED=01 | OK
[ 299/ 423] 08_090_70_004.jpg | REAL=08 | PRED=08 | OK
[ 300/ 423] 08_000_90_005.jpg | REAL=08 | PRED=08 | OK
[ 301/ 423] 12_315_10_005.jpg | REAL=12 | PRED=12 | OK
[ 302/ 423] 03_090_40_003.jpg | REAL=03 | PRED=03 | OK
[ 303/ 423] 05_000_10_002.jpg | REAL=05 | PRED=05 | OK
[ 304/ 423] 07_315_90_001.jpg | REAL=07 | PRED=07 | OK
[ 305/ 423] 03_180_40_005.jpg | REAL=03 | PRED=03 | OK
[ 306/ 423] 04_225_90_002.jpg | REAL=04 | PRED=04 | OK
[ 307/ 423] 10_225_10_001.jpg | REAL=10 | PRED=10 | OK
[ 308/ 423] 01_225_10_003.jpg | REAL=01 | PRED=01 | OK
[ 309/ 423] 02_225_10_003.jpg | REAL=02 | PRED=02 | OK
[ 310/ 423] 05_090_40_004.jpg | REAL=05 | PRED=05 | OK
[ 311/ 423] 09_225_90_003.jpg | REAL=09 | PRED=09 | OK
[ 312/ 423] 05_225_40_002.jpg | REAL=05 | PRED=05 | OK
[ 313/ 423] 07_225_40_003.jpg | REAL=07 | PRED=07 | OK
[ 314/ 423] 08_225_40_003.jpg | REAL=08 | PRED=08 | OK
[ 315/ 423] 02_270_90_002.jpg | REAL=02 | PRED=02 | OK
[ 316/ 423] 09_000_90_004.jpg | REAL=09 | PRED=09 | OK
[ 317/ 423] 05_225_70_003.jpg | REAL=05 | PRED=05 | OK
[ 318/ 423] 04_270_90_005.jpg | REAL=04 | PRED=04 | OK
[ 319/ 423] 09_135_90_002.jpg | REAL=09 | PRED=09 | OK
[ 320/ 423] 11_090_40_004.jpg | REAL=11 | PRED=11 | OK
[ 321/ 423] 11_000_40_006.jpg | REAL=11 | PRED=11 | OK
[ 322/ 423] 06_270_90_001.jpg | REAL=06 | PRED=06 | OK
[ 323/ 423] 09_000_40_003.jpg | REAL=09 | PRED=09 | OK
[ 324/ 423] 09_270_90_001.jpg | REAL=09 | PRED=09 | OK
[ 325/ 423] 07_000_40_004.jpg | REAL=07 | PRED=07 | OK
[ 326/ 423] 08_135_40_004.jpg | REAL=08 | PRED=08 | OK
[ 327/ 423] 10_045_10_004.jpg | REAL=10 | PRED=10 | OK
[ 328/ 423] 11_135_10_001.jpg | REAL=11 | PRED=11 | OK
[ 329/ 423] 02_270_90_004.jpg | REAL=02 | PRED=02 | OK
[ 330/ 423] 08_000_90_003.jpg | REAL=08 | PRED=08 | OK
[ 331/ 423] 03_180_70_003.jpg | REAL=03 | PRED=03 | OK
[ 332/ 423] 10_270_90_001.jpg | REAL=10 | PRED=10 | OK
[ 333/ 423] 10_090_90_004.jpg | REAL=10 | PRED=10 | OK
[ 334/ 423] 01_315_10_002.jpg | REAL=01 | PRED=01 | OK
[ 335/ 423] 02_270_40_003.jpg | REAL=02 | PRED=02 | OK
[ 336/ 423] 05_135_90_004.jpg | REAL=05 | PRED=05 | OK
[ 337/ 423] 12_225_70_001.jpg | REAL=12 | PRED=12 | OK
[ 338/ 423] 01_135_10_003.jpg | REAL=01 | PRED=01 | OK
[ 339/ 423] 05_045_10_001.jpg | REAL=05 | PRED=05 | OK
[ 340/ 423] 10_180_10_001.jpg | REAL=10 | PRED=10 | OK
[ 341/ 423] 02_180_70_001.jpg | REAL=02 | PRED=02 | OK
[ 342/ 423] 10_135_40_004.jpg | REAL=10 | PRED=10 | OK
[ 343/ 423] 11_045_40_006.jpg | REAL=11 | PRED=11 | OK
[ 344/ 423] 05_225_40_005.jpg | REAL=05 | PRED=05 | OK
[ 345/ 423] 05_270_90_005.jpg | REAL=05 | PRED=05 | OK
[ 346/ 423] 08_315_90_003.jpg | REAL=08 | PRED=08 | OK
[ 347/ 423] 11_315_90_004.jpg | REAL=11 | PRED=11 | OK
[ 348/ 423] 12_000_70_002.jpg | REAL=12 | PRED=12 | OK
[ 349/ 423] 11_090_90_006.jpg | REAL=11 | PRED=11 | OK
[ 350/ 423] 02_045_90_004.jpg | REAL=02 | PRED=02 | OK
[ 351/ 423] 02_090_10_004.jpg | REAL=02 | PRED=02 | OK
[ 352/ 423] 01_225_10_001.jpg | REAL=01 | PRED=01 | OK
[ 353/ 423] 01_315_40_003.jpg | REAL=01 | PRED=01 | OK
[ 354/ 423] 11_090_10_002.jpg | REAL=11 | PRED=11 | OK
[ 355/ 423] 03_135_70_005.jpg | REAL=03 | PRED=03 | OK
