EVALUACIÓN COMPLETA SOBRE F_test
================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/ 132] 09_000_10_001.jpg | REAL=09 | PRED=09 | OK
[  65/ 132] 03_135_40_002.jpg | REAL=03 | PRED=03 | OK
[  66/ 132] 03_000_40_004.jpg | REAL=03 | PRED=12 | FAIL
[  67/ 132] 09_315_10_005.jpg | REAL=09 | PRED=09 | OK
[  68/ 132] 12_045_40_003.jpg | REAL=12 | PRED=12 | OK
[  69/ 132] 06_045_90_004.jpg | REAL=06 | PRED=06 | OK
[  70/ 132] 03_045_70_001.jpg | REAL=03 | PRED=03 | OK
[  71/ 132] 06_270_90_001.jpg | REAL=06 | PRED=06 | OK
[  72/ 132] 09_045_90_005.jpg | REAL=09 | PRED=09 | OK
[  73/ 132] 12_180_40_006.jpg | REAL=12 | PRED=12 | OK
[  74/ 132] 03_315_10_005.jpg | REAL=03 | PRED=09 | FAIL
[  75/ 132] 12_135_40_003.jpg | REAL=12 | PRED=12 | OK
[  76/ 132] 03_315_70_002.jpg | REAL=03 | PRED=03 | OK
[  77/ 132] 03_225_70_003.jpg | REAL=03 | PRED=03 | OK
[  78/ 132] 09_315_40_001.jpg | REAL=09 | PRED=09 | OK
[  79/ 132] 03_000_90_005.jpg | REAL=03 | PRED=03 | OK
[  80/ 132] 06_000_40_005.jpg | REAL=06 | PRED=06 | OK
[  81/ 132] 03_270_70_002.jpg | REAL=03 | PRED=03 | OK
[  82/ 132] 12_180_10_002.jpg | REAL=12 | PRED=12 | OK
[  83/ 132] 09_225_90_005.jpg | REAL=09 | PRED=09 | OK
[  84/ 132] 03_270_70_005.jpg | REAL=03 | PRED=03 | OK
[  85/ 132] 06_315_10_002.jpg | REAL=06 | PRED=06 | OK
[  86/ 132] 12_180_70_004.jpg | REAL=12 | PRED=12 | OK
[  87/ 132] 09_135_10_003.jpg | REAL=09 | PRED=09 | OK
[  88/ 132] 12_090_10_004.jpg | REAL=12 | PRED=06 | FAIL
[  89/ 132] 09_090_90_004.jpg | REAL=09 | PRED=09 | OK
[  90/ 132] 09_225_40_002.jpg | REAL=09 | PRED=09 | OK
[  91/ 132] 12_180_70_003.jpg | REAL=12 | PRED=12 | OK
[  92/ 132] 03_045_70_005.jpg | REAL=03 | PRED=03 | OK
[  93/ 132] 03_000_10_004.jpg | REAL=03 | PRED=03 | OK
[  94/ 132] 03_180_10_002.jpg | REAL=03 | PRED=03 | OK
[  95/ 132] 09_135_10_001.jpg | REAL=09 | PRED=09 | OK
[  96/ 132] 06_180_90_003.jpg | REAL=06 | PRED=06 | OK
[  97/ 132] 03_180_40_002.jpg | REAL=03 | PRED=03 | OK
[  98/ 132] 12_135_10_002.jpg | REAL=12 | PRED=12 | OK
[  99/ 132] 09_045_10_004.jpg | REAL=09 | PRED=09 | OK
[ 100/ 132] 12_225_40_001.jpg | REAL=12 | PRED=03 | FAIL
[ 101/ 132] 03_180_90_002.jpg | REAL=03 | PRED=03 | OK
[ 102/ 132] 09_270_90_005.jpg | REAL=09 | PRED=09 | OK
[ 103/ 132] 09_315_70_004.jpg | REAL=09 | PRED=09 | OK
[ 104/ 132] 06_090_40_001.jpg | REAL=06 | PRED=06 | OK
[ 105/ 132] 09_315_90_003.jpg | REAL=09 | PRED=09 | OK
[ 106/ 132] 03_135_70_004.jpg | REAL=03 | PRED=03 | OK
[ 107/ 132] 09_180_10_004.jpg | REAL=09 | PRED=09 | OK
[ 108/ 132] 09_090_10_004.jpg | REAL=09 | PRED=09 | OK
[ 109/ 132] 12_270_70_001.jpg | REAL=12 | PRED=12 | OK
[ 110/ 132] 09_045_10_003.jpg | REAL=09 | PRED=09 | OK
[ 111/ 132] 09_225_10_005.jpg | REAL=09 | PRED=09 | OK
[ 112/ 132] 06_180_70_001.jpg | REAL=06 | PRED=06 | OK
[ 113/ 132] 06_090_90_005.jpg | REAL=06 | PRED=06 | OK
[ 114/ 132] 12_045_10_005.jpg | REAL=12 | PRED=12 | OK
[ 115/ 132] 12_270_40_003.jpg | REAL=12 | PRED=12 | OK
[ 116/ 132] 12_225_70_005.jpg | REAL=12 | PRED=12 | OK
[ 117/ 132] 03_045_70_002.jpg | REAL=03 | PRED=03 | OK
[ 118/ 132] 06_315_70_005.jpg | REAL=06 | PRED=06 | OK
[ 119/ 132] 09_315_90_002.jpg | REAL=09 | PRED=09 | OK
[ 120/ 132] 03_180_40_003.jpg | REAL=03 | PRED=03 | OK
[ 121/ 132] 09_270_70_003.jpg | REAL=09 | PRED=09 | OK
[ 122/ 132] 06_315_40_003.jpg | REAL=06 | PRED=06 | OK
[ 123/ 132] 09_315_90_005.jpg | REAL=09 | PRED=09 | OK
[ 124/ 132] 03_225_70_005.jpg | REAL=03 | PRED=03 | OK
[ 125/ 132] 03_000_40_005.jpg | REAL=03 | PRED=12 | FAIL
[ 126/ 132] 09_270_90_003.jpg | REAL=09 | PRED=09 | OK
[ 127/ 132] 03_000_70_004.jpg | REAL=03 | PRED=03 | OK
[ 128/ 132] 03_315_90_003.jpg | REAL=03 | PRED=03 | OK
[ 129/ 132] 12_045_10_002.jpg | REAL=12 | PRED=12 | OK
[ 130/ 132] 09_180_40_005.jpg | REAL=09 | PRED=09 | OK
[ 131/ 132] 12_180_40_003.jpg | REAL=12 | PRED=12 | OK
[ 132/ 132] 03_225_90_003.jpg | REAL=03 | PRED=03 | OK


RESUMEN
------
Total filas F_test        : 132
Imágenes no encontradas   : 0
Evaluadas (con archivo)   : 132
Aciertos                 : 121
Fallos                   : 11
Accuracy (sin missing)    : 91.67 %


LISTA DE FALLOS (si los hay)
----------------------------
12_090_10_005.jpg | REAL=12 | PRED=06
03_000_40_002.jpg | REAL=03 | PRED=12
12_225_40_005.jpg | REAL=12 | PRED=03
12_090_10_002.jpg | REAL=12 | PRED=06
03_180_40_005.jpg | REAL=03 | PRED=09
03_000_70_002.jpg | REAL=03 | PRED=12
03_000_40_004.jpg | REAL=03 | PRED=12
03_315_10_005.jpg | REAL=03 | PRED=09
12_090_10_004.jpg | REAL=12 | PRED=06
12_225_40_001.jpg | REAL=12 | PRED=03
03_000_40_005.jpg | REAL=03 | PRED=12
