EVALUACIÓN COMPLETA SOBRE M_test
================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/ 535] 05_180_40_003.jpg | REAL=05 | PRED=05 | OK
[  64/ 535] 01_090_10_001.jpg | REAL=01 | PRED=01 | OK
[  65/ 535] 12_180_40_003.jpg | REAL=12 | PRED=12 | OK
[  66/ 535] 09_000_40_004.jpg | REAL=09 | PRED=09 | OK
[  67/ 535] 06_135_40_001.jpg | REAL=06 | PRED=06 | OK
[  68/ 535] 11_315_10_001.jpg | REAL=11 | PRED=11 | OK
[  69/ 535] 02_135_10_004.jpg | REAL=02 | PRED=02 | OK
[  70/ 535] 07_000_70_002.jpg | REAL=07 | PRED=07 | OK
[  71/ 535] 01_180_40_002.jpg | REAL=01 | PRED=01 | OK
[  72/ 535] 10_225_70_005.jpg | REAL=10 | PRED=10 | OK
[  73/ 535] 10_270_90_004.jpg | REAL=10 | PRED=10 | OK
[  74/ 535] 04_135_10_001.jpg | REAL=04 | PRED=04 | OK
[  75/ 535] 09_135_10_002.jpg | REAL=09 | PRED=09 | OK
[  76/ 535] 09_270_40_005.jpg | REAL=09 | PRED=09 | OK
[  77/ 535] 05_315_10_004.jpg | REAL=05 | PRED=05 | OK
[  78/ 535] 02_045_40_001.jpg | REAL=02 | PRED=02 | OK
[  79/ 535] 07_090_70_002.jpg | REAL=07 | PRED=07 | OK
[  80/ 535] 03_270_10_003.jpg | REAL=03 | PRED=03 | OK
[  81/ 535] 01_045_40_001.jpg | REAL=01 | PRED=01 | OK
[  82/ 535] 10_225_40_002.jpg | REAL=10 | PRED=10 | OK
[  83/ 535] 02_225_90_002.jpg | REAL=02 | PRED=02 | OK
[  84/ 535] 05_000_40_001.jpg | REAL=05 | PRED=05 | OK
[  85/ 535] 12_225_40_004.jpg | REAL=12 | PRED=12 | OK
[  86/ 535] 06_000_90_004.jpg | REAL=06 | PRED=06 | OK
[  87/ 535] 08_180_70_001.jpg | REAL=08 | PRED=08 | OK
[  88/ 535] 08_000_90_004.jpg | REAL=08 | PRED=08 | OK
[  89/ 535] 10_225_90_004.jpg | REAL=10 | PRED=10 | OK
[  90/ 535] 06_135_40_004.jpg | REAL=06 | PRED=06 | OK
[  91/ 535] 10_225_10_001.jpg | REAL=10 | PRED=10 | OK
[  92/ 535] 07_315_10_005.jpg | REAL=07 | PRED=07 | OK
[  93/ 535] 02_180_40_002.jpg | REAL=02 | PRED=02 | OK
[  94/ 535] 11_000_90_003.jpg | REAL=11 | PRED=11 | OK
[  95/ 535] 06_000_10_001.jpg | REAL=06 | PRED=06 | OK
[  96/ 535] 11_270_40_005.jpg | REAL=11 | PRED=11 | OK
[  97/ 535] 08_270_70_002.jpg | REAL=08 | PRED=08 | OK
[  98/ 535] 08_045_70_005.jpg | REAL=08 | PRED=08 | OK
[  99/ 535] 09_270_90_003.jpg | REAL=09 | PRED=09 | OK
[ 100/ 535] 05_045_10_003.jpg | REAL=05 | PRED=05 | OK
[ 101/ 535] 04_135_40_004.jpg | REAL=04 | PRED=04 | OK
[ 102/ 535] 03_045_90_003.jpg | REAL=03 | PRED=03 | OK
[ 103/ 535] 08_180_90_004.jpg | REAL=08 | PRED=08 | OK
[ 104/ 535] 11_225_70_005.jpg | REAL=11 | PRED=11 | OK
[ 105/ 535] 12_180_70_004.jpg | REAL=12 | PRED=12 | OK
[ 106/ 535] 04_225_10_003.jpg | REAL=04 | PRED=04 | OK
[ 107/ 535] 03_270_70_001.jpg | REAL=03 | PRED=03 | OK
[ 108/ 535] 08_000_10_004.jpg | REAL=08 | PRED=08 | OK
[ 109/ 535] 08_135_40_001.jpg | REAL=08 | PRED=08 | OK
[ 110/ 535] 04_180_10_002.jpg | REAL=04 | PRED=04 | OK
[ 111/ 535] 08_180_10_001.jpg | REAL=08 | PRED=08 | OK
[ 112/ 535] 07_045_90_002.jpg | REAL=07 | PRED=07 | OK
[ 113/ 535] 09_090_40_001.jpg | REAL=09 | PRED=09 | OK
[ 114/ 535] 07_225_10_004.jpg | REAL=07 | PRED=07 | OK
[ 115/ 535] 01_225_90_001.jpg | REAL=01 | PRED=01 | OK
[ 116/ 535] 10_225_90_005.jpg | REAL=10 | PRED=10 | OK
[ 117/ 535] 10_090_70_003.jpg | REAL=10 | PRED=10 | OK
[ 118/ 535] 09_270_70_001.jpg | REAL=09 | PRED=09 | OK
[ 119/ 535] 03_135_70_004.jpg | REAL=03 | PRED=03 | OK
[ 120/ 535] 02_135_10_001.jpg | REAL=02 | PRED=02 | OK
[ 121/ 535] 05_180_70_002.jpg | REAL=05 | PRED=05 | OK
[ 122/ 535] 09_225_70_002.jpg | REAL=09 | PRED=09 | OK
[ 123/ 535] 06_135_10_002.jpg | REAL=06 | PRED=06 | OK
[ 124/ 535] 06_315_70_002.jpg | REAL=06 | PRED=06 | OK
[ 125/ 535] 07_270_10_005.jpg | REAL=07 | PRED=07 | OK
[ 126/ 535] 03_045_40_002.jpg | REAL=03 | PRED=03 | OK
[ 127/ 535] 11_090_70_002.jpg | REAL=11 | PRED=11 | OK
[ 128/ 535] 04_315_40_002.jpg | REAL=04 | PRED=04 | OK
[ 129/ 535] 12_090_70_006.jpg | REAL=12 | PRED=12 | OK
[ 130/ 535] 04_180_40_001.jpg | REAL=04 | PRED=04 | OK
[ 131/ 535] 07_270_10_001.jpg | REAL=07 | PRED=07 | OK
[ 132/ 535] 09_225_40_005.jpg | REAL=09 | PRED=09 | OK
[ 133/ 535] 02_045_70_002.jpg | REAL=02 | PRED=02 | OK
[ 134/ 535] 09_180_90_005.jpg | REAL=09 | PRED=09 | OK
[ 135/ 535] 12_045_70_003.jpg | REAL=12 | PRED=12 | OK
[ 136/ 535] 09_045_40_005.jpg | REAL=09 | PRED=09 | OK
[ 137/ 535] 03_315_90_001.jpg | REAL=03 | PRED=03 | OK
[ 138/ 535] 09_270_10_005.jpg | REAL=09 | PRED=09 | OK
[ 139/ 535] 08_270_40_002.jpg | REAL=08 | PRED=08 | OK
[ 140/ 535] 03_225_70_004.jpg | REAL=03 | PRED=03 | OK
[ 141/ 535] 05_090_10_002.jpg | REAL=05 | PRED=05 | OK
[ 142/ 535] 06_225_10_001.jpg | REAL=06 | PRED=06 | OK
[ 143/ 535] 01_135_40_003.jpg | REAL=01 | PRED=01 | OK
[ 144/ 535] 12_045_10_005.jpg | REAL=12 | PRED=12 | OK
[ 145/ 535] 10_315_10_004.jpg | REAL=10 | PRED=10 | OK
[ 146/ 535] 02_270_70_005.jpg | REAL=02 | PRED=02 | OK
[ 147/ 535] 10_045_70_002.jpg | REAL=10 | PRED=10 | OK
[ 148/ 535] 02_135_70_002.jpg | REAL=02 | PRED=02 | OK
[ 149/ 535] 05_090_40_004.jpg | REAL=05 | PRED=05 | OK
[ 150/ 535] 05_135_10_002.jpg | REAL=05 | PRED=05 | OK
[ 151/ 535] 03_135_90_002.jpg | REAL=03 | PRED=03 | OK
[ 152/ 535] 01_315_90_002.jpg | REAL=01 | PRED=01 | OK
[ 153/ 535] 05_000_70_005.jpg | REAL=05 | PRED=05 | OK
[ 154/ 535] 10_225_90_002.jpg | REAL=10 | PRED=10 | OK
[ 155/ 535] 11_315_70_005.jpg | REAL=11 | PRED=11 | OK
[ 156/ 535] 05_270_70_001.jpg | REAL=05 | PRED=05 | OK
[ 157/ 535] 05_180_10_001.jpg | REAL=05 | PRED=05 | OK
[ 158/ 535] 05_000_90_003.jpg | REAL=05 | PRED=05 | OK
[ 159/ 535] 07_225_90_001.jpg | REAL=07 | PRED=07 | OK
[ 160/ 535] 10_225_10_004.jpg | REAL=10 | PRED=10 | OK
[ 161/ 535] 04_225_70_003.jpg | REAL=04 | PRED=04 | OK
[ 162/ 535] 01_090_10_004.jpg | REAL=01 | PRED=01 | OK
[ 163/ 535] 04_225_70_004.jpg | REAL=04 | PRED=04 | OK
[ 164/ 535] 10_270_40_002.jpg | REAL=10 | PRED=10 | OK
[ 165/ 535] 06_135_40_003.jpg | REAL=06 | PRED=06 | OK
[ 166/ 535] 03_315_70_003.jpg | REAL=03 | PRED=03 | OK
[ 167/ 535] 05_225_10_005.jpg | REAL=05 | PRED=05 | OK
[ 168/ 535] 11_225_40_002.jpg | REAL=11 | PRED=11 | OK
[ 169/ 535] 03_045_10_002.jpg | REAL=03 | PRED=03 | OK
[ 170/ 535] 12_000_70_002.jpg | REAL=12 | PRED=12 | OK
[ 171/ 535] 07_045_10_004.jpg | REAL=07 | PRED=07 | OK
[ 172/ 535] 12_135_10_002.jpg | REAL=12 | PRED=12 | OK
[ 173/ 535] 07_090_40_005.jpg | REAL=07 | PRED=07 | OK
[ 174/ 535] 02_315_70_001.jpg | REAL=02 | PRED=02 | OK
[ 175/ 535] 04_225_10_002.jpg | REAL=04 | PRED=04 | OK
[ 176/ 535] 12_135_10_004.jpg | REAL=12 | PRED=12 | OK
[ 177/ 535] 11_270_90_006.jpg | REAL=11 | PRED=11 | OK
[ 178/ 535] 11_135_90_003.jpg | REAL=11 | PRED=11 | OK
[ 179/ 535] 07_135_70_001.jpg | REAL=07 | PRED=07 | OK
[ 180/ 535] 07_225_70_004.jpg | REAL=07 | PRED=07 | OK
[ 181/ 535] 03_090_70_004.jpg | REAL=03 | PRED=03 | OK
[ 182/ 535] 10_090_10_004.jpg | REAL=10 | PRED=10 | OK
[ 183/ 535] 06_000_40_002.jpg | REAL=06 | PRED=06 | OK
[ 184/ 535] 08_225_40_001.jpg | REAL=08 | PRED=08 | OK
[ 185/ 535] 06_000_70_003.jpg | REAL=06 | PRED=06 | OK
[ 186/ 535] 07_090_70_003.jpg | REAL=07 | PRED=07 | OK
[ 187/ 535] 04_135_70_002.jpg | REAL=04 | PRED=04 | OK
[ 188/ 535] 04_315_90_001.jpg | REAL=04 | PRED=04 | OK
[ 189/ 535] 02_090_40_002.jpg | REAL=02 | PRED=02 | OK
[ 190/ 535] 09_270_40_003.jpg | REAL=09 | PRED=09 | OK
[ 191/ 535] 02_180_10_003.jpg | REAL=02 | PRED=02 | OK
[ 192/ 535] 06_000_90_003.jpg | REAL=06 | PRED=06 | OK
[ 193/ 535] 11_315_40_002.jpg | REAL=11 | PRED=11 | OK
[ 194/ 535] 10_270_70_004.jpg | REAL=10 | PRED=10 | OK
[ 195/ 535] 05_090_40_002.jpg | REAL=05 | PRED=05 | OK
[ 196/ 535] 06_225_70_004.jpg | REAL=06 | PRED=06 | OK
[ 197/ 535] 04_270_70_005.jpg | REAL=04 | PRED=04 | OK
[ 198/ 535] 04_270_70_001.jpg | REAL=04 | PRED=04 | OK
[ 199/ 535] 02_180_90_003.jpg | REAL=02 | PRED=02 | OK
[ 200/ 535] 12_090_40_006.jpg | REAL=12 | PRED=12 | OK
[ 201/ 535] 10_135_70_005.jpg | REAL=10 | PRED=10 | OK
[ 202/ 535] 11_225_70_002.jpg | REAL=11 | PRED=11 | OK
[ 203/ 535] 01_135_40_004.jpg | REAL=01 | PRED=01 | OK
[ 204/ 535] 10_225_70_001.jpg | REAL=10 | PRED=10 | OK
[ 205/ 535] 01_045_90_004.jpg | REAL=01 | PRED=01 | OK
[ 206/ 535] 06_045_70_002.jpg | REAL=06 | PRED=06 | OK
[ 207/ 535] 10_090_90_003.jpg | REAL=10 | PRED=10 | OK
[ 208/ 535] 12_090_70_004.jpg | REAL=12 | PRED=12 | OK
[ 209/ 535] 04_090_10_004.jpg | REAL=04 | PRED=04 | OK
[ 210/ 535] 02_270_90_003.jpg | REAL=02 | PRED=02 | OK
[ 211/ 535] 01_270_40_001.jpg | REAL=01 | PRED=01 | OK
[ 212/ 535] 04_270_10_002.jpg | REAL=04 | PRED=04 | OK
[ 213/ 535] 03_135_10_003.jpg | REAL=03 | PRED=03 | OK
[ 214/ 535] 12_000_10_002.jpg | REAL=12 | PRED=12 | OK
[ 215/ 535] 10_180_10_001.jpg | REAL=10 | PRED=10 | OK
[ 216/ 535] 01_090_90_003.jpg | REAL=01 | PRED=01 | OK
[ 217/ 535] 11_180_70_002.jpg | REAL=11 | PRED=11 | OK
[ 218/ 535] 10_045_40_005.jpg | REAL=10 | PRED=10 | OK
[ 219/ 535] 01_045_10_001.jpg | REAL=01 | PRED=01 | OK
[ 220/ 535] 09_180_40_002.jpg | REAL=09 | PRED=09 | OK
[ 221/ 535] 09_135_90_005.jpg | REAL=09 | PRED=09 | OK
[ 222/ 535] 09_045_70_005.jpg | REAL=09 | PRED=09 | OK
[ 223/ 535] 10_225_70_002.jpg | REAL=10 | PRED=10 | OK
[ 224/ 535] 07_135_40_002.jpg | REAL=07 | PRED=07 | OK
[ 225/ 535] 04_135_70_004.jpg | REAL=04 | PRED=04 | OK
[ 226/ 535] 08_090_70_004.jpg | REAL=08 | PRED=08 | OK
[ 227/ 535] 09_315_10_004.jpg | REAL=09 | PRED=09 | OK
[ 228/ 535] 11_315_40_006.jpg | REAL=11 | PRED=11 | OK
[ 229/ 535] 01_225_40_003.jpg | REAL=01 | PRED=01 | OK
[ 230/ 535] 02_135_90_004.jpg | REAL=02 | PRED=02 | OK
[ 231/ 535] 11_135_90_002.jpg | REAL=11 | PRED=11 | OK
[ 232/ 535] 04_225_40_003.jpg | REAL=04 | PRED=04 | OK
[ 233/ 535] 03_225_40_003.jpg | REAL=03 | PRED=03 | OK
[ 234/ 535] 12_090_70_002.jpg | REAL=12 | PRED=12 | OK
[ 235/ 535] 04_135_40_002.jpg | REAL=04 | PRED=04 | OK
[ 236/ 535] 10_315_90_002.jpg | REAL=10 | PRED=10 | OK
[ 237/ 535] 02_090_40_003.jpg | REAL=02 | PRED=02 | OK
[ 238/ 535] 11_135_90_005.jpg | REAL=11 | PRED=11 | OK
[ 239/ 535] 04_090_90_003.jpg | REAL=04 | PRED=04 | OK
[ 240/ 535] 02_000_70_001.jpg | REAL=02 | PRED=02 | OK
[ 241/ 535] 05_270_90_003.jpg | REAL=05 | PRED=05 | OK
[ 242/ 535] 08_045_40_004.jpg | REAL=08 | PRED=08 | OK
[ 243/ 535] 04_225_70_002.jpg | REAL=04 | PRED=04 | OK
[ 244/ 535] 09_315_40_003.jpg | REAL=09 | PRED=09 | OK
[ 245/ 535] 06_090_90_002.jpg | REAL=06 | PRED=06 | OK
[ 246/ 535] 11_135_70_002.jpg | REAL=11 | PRED=11 | OK
[ 247/ 535] 07_045_70_004.jpg | REAL=07 | PRED=07 | OK
[ 248/ 535] 05_315_90_003.jpg | REAL=05 | PRED=05 | OK
[ 249/ 535] 05_180_10_005.jpg | REAL=05 | PRED=05 | OK
[ 250/ 535] 10_045_10_005.jpg | REAL=10 | PRED=10 | OK
[ 251/ 535] 01_045_90_003.jpg | REAL=01 | PRED=01 | OK
[ 252/ 535] 03_135_40_003.jpg | REAL=03 | PRED=03 | OK
[ 253/ 535] 05_000_10_004.jpg | REAL=05 | PRED=05 | OK
[ 254/ 535] 01_045_70_002.jpg | REAL=01 | PRED=01 | OK
[ 255/ 535] 04_225_40_002.jpg | REAL=04 | PRED=04 | OK
[ 256/ 535] 09_315_10_003.jpg | REAL=09 | PRED=09 | OK
[ 257/ 535] 11_315_70_001.jpg | REAL=11 | PRED=11 | OK
[ 258/ 535] 08_180_10_005.jpg | REAL=08 | PRED=08 | OK
[ 259/ 535] 08_225_90_001.jpg | REAL=08 | PRED=08 | OK
[ 260/ 535] 08_225_10_003.jpg | REAL=08 | PRED=08 | OK
[ 261/ 535] 03_225_10_005.jpg | REAL=03 | PRED=03 | OK
[ 262/ 535] 11_135_70_004.jpg | REAL=11 | PRED=11 | OK
[ 263/ 535] 11_090_90_004.jpg | REAL=11 | PRED=11 | OK
[ 264/ 535] 06_045_40_002.jpg | REAL=06 | PRED=06 | OK
[ 265/ 535] 04_225_10_005.jpg | REAL=04 | PRED=04 | OK
[ 266/ 535] 11_090_10_004.jpg | REAL=11 | PRED=11 | OK
[ 267/ 535] 08_090_90_001.jpg | REAL=08 | PRED=08 | OK
[ 268/ 535] 04_090_70_002.jpg | REAL=04 | PRED=04 | OK
[ 269/ 535] 09_315_10_005.jpg | REAL=09 | PRED=09 | OK
[ 270/ 535] 06_270_40_003.jpg | REAL=06 | PRED=06 | OK
[ 271/ 535] 08_315_70_003.jpg | REAL=08 | PRED=08 | OK
[ 272/ 535] 05_000_10_001.jpg | REAL=05 | PRED=05 | OK
[ 273/ 535] 10_270_10_002.jpg | REAL=10 | PRED=10 | OK
[ 274/ 535] 08_135_90_003.jpg | REAL=08 | PRED=08 | OK
[ 275/ 535] 02_225_40_002.jpg | REAL=02 | PRED=02 | OK
[ 276/ 535] 08_225_40_005.jpg | REAL=08 | PRED=08 | OK
[ 277/ 535] 10_270_10_004.jpg | REAL=10 | PRED=10 | OK
[ 278/ 535] 05_135_70_001.jpg | REAL=05 | PRED=05 | OK
[ 279/ 535] 08_180_10_004.jpg | REAL=08 | PRED=08 | OK
[ 280/ 535] 10_180_70_003.jpg | REAL=10 | PRED=10 | OK
[ 281/ 535] 01_225_90_002.jpg | REAL=01 | PRED=01 | OK
[ 282/ 535] 08_135_10_003.jpg | REAL=08 | PRED=08 | OK
[ 283/ 535] 09_270_40_002.jpg | REAL=09 | PRED=09 | OK
[ 284/ 535] 07_315_70_005.jpg | REAL=07 | PRED=07 | OK
[ 285/ 535] 11_000_10_004.jpg | REAL=11 | PRED=11 | OK
[ 286/ 535] 01_135_90_003.jpg | REAL=01 | PRED=01 | OK
[ 287/ 535] 10_000_90_005.jpg | REAL=10 | PRED=10 | OK
[ 288/ 535] 02_180_70_001.jpg | REAL=02 | PRED=02 | OK
[ 289/ 535] 03_180_70_004.jpg | REAL=03 | PRED=03 | OK
[ 290/ 535] 07_000_40_004.jpg | REAL=07 | PRED=07 | OK
[ 291/ 535] 05_180_90_004.jpg | REAL=05 | PRED=05 | OK
[ 292/ 535] 01_000_90_005.jpg | REAL=01 | PRED=01 | OK
[ 293/ 535] 01_000_90_001.jpg | REAL=01 | PRED=01 | OK
[ 294/ 535] 07_180_70_003.jpg | REAL=07 | PRED=07 | OK
[ 295/ 535] 06_225_90_003.jpg | REAL=06 | PRED=06 | OK
[ 296/ 535] 01_225_10_005.jpg | REAL=01 | PRED=01 | OK
[ 297/ 535] 07_315_10_004.jpg | REAL=07 | PRED=07 | OK
[ 298/ 535] 02_090_90_004.jpg | REAL=02 | PRED=02 | OK
[ 299/ 535] 04_180_90_005.jpg | REAL=04 | PRED=04 | OK
[ 300/ 535] 01_045_90_001.jpg | REAL=01 | PRED=01 | OK
[ 301/ 535] 07_045_40_002.jpg | REAL=07 | PRED=07 | OK
[ 302/ 535] 05_315_40_001.jpg | REAL=05 | PRED=05 | OK
[ 303/ 535] 02_315_70_005.jpg | REAL=02 | PRED=02 | OK
[ 304/ 535] 11_225_40_006.jpg | REAL=11 | PRED=11 | OK
[ 305/ 535] 06_045_70_005.jpg | REAL=06 | PRED=06 | OK
[ 306/ 535] 06_225_40_004.jpg | REAL=06 | PRED=06 | OK
[ 307/ 535] 08_045_70_004.jpg | REAL=08 | PRED=08 | OK
[ 308/ 535] 07_045_40_001.jpg | REAL=07 | PRED=07 | OK
[ 309/ 535] 06_045_40_004.jpg | REAL=06 | PRED=06 | OK
[ 310/ 535] 03_180_70_002.jpg | REAL=03 | PRED=03 | OK
[ 311/ 535] 04_270_70_004.jpg | REAL=04 | PRED=04 | OK
[ 312/ 535] 11_000_40_005.jpg | REAL=11 | PRED=11 | OK
[ 313/ 535] 05_315_10_003.jpg | REAL=05 | PRED=05 | OK
[ 314/ 535] 09_270_10_001.jpg | REAL=09 | PRED=09 | OK
[ 315/ 535] 02_090_70_005.jpg | REAL=02 | PRED=02 | OK
[ 316/ 535] 10_180_90_003.jpg | REAL=10 | PRED=10 | OK
[ 317/ 535] 02_090_90_001.jpg | REAL=02 | PRED=02 | OK
[ 318/ 535] 01_180_10_004.jpg | REAL=01 | PRED=01 | OK
[ 319/ 535] 03_045_70_002.jpg | REAL=03 | PRED=03 | OK
[ 320/ 535] 11_135_10_001.jpg | REAL=11 | PRED=11 | OK
[ 321/ 535] 03_225_90_004.jpg | REAL=03 | PRED=03 | OK
[ 322/ 535] 08_270_40_003.jpg | REAL=08 | PRED=08 | OK
[ 323/ 535] 08_315_10_005.jpg | REAL=08 | PRED=08 | OK
[ 324/ 535] 08_000_70_001.jpg | REAL=08 | PRED=08 | OK
[ 325/ 535] 01_270_40_003.jpg | REAL=01 | PRED=01 | OK
[ 326/ 535] 11_090_70_003.jpg | REAL=11 | PRED=11 | OK
[ 327/ 535] 08_270_40_005.jpg | REAL=08 | PRED=08 | OK
[ 328/ 535] 12_180_40_004.jpg | REAL=12 | PRED=12 | OK
[ 329/ 535] 11_270_70_001.jpg | REAL=11 | PRED=11 | OK
[ 330/ 535] 12_180_10_005.jpg | REAL=12 | PRED=12 | OK
[ 331/ 535] 02_270_90_001.jpg | REAL=02 | PRED=02 | OK
[ 332/ 535] 10_135_90_004.jpg | REAL=10 | PRED=10 | OK
[ 333/ 535] 07_180_90_003.jpg | REAL=07 | PRED=07 | OK
[ 334/ 535] 03_315_90_004.jpg | REAL=03 | PRED=03 | OK
[ 335/ 535] 01_045_70_005.jpg | REAL=01 | PRED=01 | OK
[ 336/ 535] 04_180_70_004.jpg | REAL=04 | PRED=04 | OK
[ 337/ 535] 02_180_40_005.jpg | REAL=02 | PRED=02 | OK
[ 338/ 535] 06_180_70_003.jpg | REAL=06 | PRED=06 | OK
[ 339/ 535] 01_270_90_003.jpg | REAL=01 | PRED=01 | OK
[ 340/ 535] 11_270_90_002.jpg | REAL=11 | PRED=11 | OK
[ 341/ 535] 04_000_10_003.jpg | REAL=04 | PRED=04 | OK
[ 342/ 535] 09_135_10_003.jpg | REAL=09 | PRED=09 | OK
[ 343/ 535] 07_000_10_004.jpg | REAL=07 | PRED=07 | OK
[ 344/ 535] 06_090_10_005.jpg | REAL=06 | PRED=06 | OK
[ 345/ 535] 11_225_40_005.jpg | REAL=11 | PRED=11 | OK
[ 346/ 535] 11_045_40_001.jpg | REAL=11 | PRED=11 | OK
[ 347/ 535] 05_135_10_001.jpg | REAL=05 | PRED=05 | OK
[ 348/ 535] 09_045_90_005.jpg | REAL=09 | PRED=09 | OK
[ 349/ 535] 06_315_40_002.jpg | REAL=06 | PRED=06 | OK
[ 350/ 535] 05_180_40_002.jpg | REAL=05 | PRED=05 | OK
[ 351/ 535] 04_225_40_005.jpg | REAL=04 | PRED=04 | OK
[ 352/ 535] 07_090_90_001.jpg | REAL=07 | PRED=07 | OK
[ 353/ 535] 02_135_90_005.jpg | REAL=02 | PRED=02 | OK
[ 354/ 535] 09_045_40_002.jpg | REAL=09 | PRED=09 | OK
[ 355/ 535] 02_180_90_004.jpg | REAL=02 | PRED=02 | OK
